family,trait,count
viperidae,subcaudal scale in males,1
viperidae,subcaudal scale in females,1
viperidae,papillae,1
viperidae,pupils,1
viperidae,tone coloration,1
viperidae,ventral color in t. albolabris,1
viperidae,dorsal tale stripe color,1
viperidae,first third of the body dorsals,1
viperidae,last third of the body dorsals,1
viperidae,lateral trapezoidal marks in each side,1
viperidae,post-orbital stripe,1
viperidae,background skin colouration,1
viperidae,suborbital stripe in males,1
viperidae,vertebral dots in males,1
viperidae,1st supralabial and nasal scale,1
viperidae,"snout, interorbital, temporal and occipital regions",1
viperidae,stripe under the loreal pit,1
viperidae,red bands,1
viperidae,underside of head,1
viperidae,third supralabial scale,1
viperidae,cheek stripe color,1
viperidae,midbody,1
viperidae,ventral side,1
viperidae,circum-body scales,1
viperidae,back,1
viperidae,lateral side,1
viperidae,anterodorsal head,1
viperidae,dorsomedial head,1
viperidae,prehensile tail,1
viperidae,eye with a distinct elliptical pupil,1
viperidae,svl of paratype,1
viperidae,tl of paratype,1
viperidae,dsr of paratype,1
viperidae,msr of paratype,1
viperidae,psr of paratype,1
viperidae,infralabial scales of paratype,1
viperidae,cryptic lineage,2
viperidae,c. malabaricus complex,1
viperidae,c. travancoricus sp. nov,1
viperidae,palghat gap,1
viperidae,periyar plateau,1
viperidae,gudrikal range,1
viperidae,devarmalai,1
viperidae,"dsr, msr, psr",1
viperidae,preoculars and postoculars,1
viperidae,temporals behind the oculars,1
viperidae,anterior scales,1
viperidae,posterior head scales,1
viperidae,lateral parts of the head,1
viperidae,underside,1
viperidae,caudal scales,1
viperidae,genetic divergence,1
viperidae,distribution,1
viperidae,holotype,1
viperidae,eyelid,1
viperidae,bventrals,1
viperidae,variations,1
viperidae,dorsal color of head,1
viperidae,subcaudal color,1
viperidae,genetic divergence at cyt b,1
viperidae,genetic divergence at16s,1
viperidae,elevations,1
viperidae,prehensile tail length (tl),1
viperidae,supraoculars length,1
viperidae,supraoculars width,1
viperidae,vertical diameter of the eye,1
viperidae,horizontal diameter,1
viperidae,head and dorsum colour,1
viperidae,ventrals colour,1
viperidae,the region where the ventrals meet the dorsum,1
viperidae,pre/postocular stripe,1
viperidae,metlapilcoatlus borealis,2
viperidae,tl males,1
viperidae,tl females,1
viperidae,rows of scales over the mid part of the body,1
viperidae,interoculabial,1
viperidae,shields at the sides of the body before the cloaca,1
viperidae,"cyt b at positions 21, 369, 378, nd4 at positions 192, 405, and 459",1
viperidae,m. borealis hemipenis,1
viperidae,base coloration,1
viperidae,dorsal and lateral blocks,1
viperidae,ventral coloration,1
viperidae,a pair of round spots on the parietal scales,1
viperidae,arched stripes on the occiput,1
viperidae,brown postorbital stripe,1
viperidae,triangular head,2
viperidae,background dorsal color,1
viperidae,variation in temporal scales,1
viperidae,urbacaudal scales in females,1
viperidae,total length ranges in adult females,1
viperidae,infralabials of the paratype,1
viperidae,svl in adults,1
viperidae,anterior intercanthals,1
viperidae,lacuno-labial,1
viperidae,subinfralabials in females,1
viperidae,subinfralabials in males,1
viperidae,symphyseal scale,1
viperidae,post foveals,1
viperidae,dorsals in anterior portion of body,1
viperidae,dorsals at midbody,1
viperidae,dorsals posteriorly,1
viperidae,lateral blotches,1
viperidae,rtl (relative tail length),1
viperidae,rhl (relative head length),1
viperidae,dorsal surface,3
viperidae,lateral markings,1
viperidae,occipital region and neck,1
viperidae,gular region,2
viperidae,postorbital stripes,2
viperidae,lateral blotches of body,1
viperidae,posterior dorsals,1
viperidae,marking on head,1
viperidae,color of supralabials and gulars,1
viperidae,color of venter,1
viperidae,lateral blotches of the body,1
viperidae,lateral markings (saddles),1
viperidae,dorsum of head,1
viperidae,ventrolateral stripe in t. medoensis,1
viperidae,ventrolateral stripe in t. yunnanensis,1
viperidae,dorsal scale rows at midbody in t. medoensis,1
viperidae,dorsal scale rows at midbody in t. yunnanensis,1
viperidae,palatine teeth in trimeresurus mayaae,1
viperidae,pterygoid teeth in trimeresurus mayaae,1
viperidae,divided subcaudal scales,1
viperidae,dorsal body,3
viperidae,head markings,1
viperidae,dorsolateral body,1
viperidae,ventrolateral body,1
viperidae,ventral tail,1
viperidae,ventrolateral tail,1
viperidae,canthorostral scales,2
viperidae,bifurcation point of hemipenial lobes,1
viperidae,hemipenial body,2
viperidae,lateral and mesial spines of the hemipenial body,1
viperidae,body surface,1
viperidae,ventral surface of the tail,2
viperidae,ventral ground color,1
viperidae,ventral surface of tail,2
viperidae,lateral surfaces of the head,1
viperidae,ocelli,1
viperidae,ventral surfaces of the head,2
viperidae,dorsal body surfaces,2
viperidae,body ventral surfaces,1
viperidae,tail ventral surface,1
viperidae,ventral scale counts in females and males,1
viperidae,supralacunal scale,1
viperidae,ornamentation near the apex of the hemipenial lobes,1
viperidae,bifurcation point of the hemipenial lobes,1
viperidae,sulcus spermaticus walls,1
viperidae,dark-brown bands and/or opposite or juxtaposed trapezoid-shaped blotches with paler centers on the dorsal side,1
viperidae,ventral surfaces of the tail,1
viperidae,ventral surfaces,1
viperidae,white-cream paraventral stripe,1
viperidae,ventral tail surface,1
viperidae,eye colour,1
viperidae,3rd supralabial,3
viperidae,tal/tl ratio,1
viperidae,scale edges,1
viperidae,separation between supraoculars,1
viperidae,tal/tl ratio in males,1
viperidae,tal/tl ratio in females,1
viperidae,gular scales in contact with the infralabial scales,1
viperidae,sublabial scales,1
viperidae,first temporal scale covered by the postocular stripe,1
viperidae,mid-body dorsal rows,1
viperidae,dorsal texture,1
viperidae,dark-coloured stripes,1
viperidae,ocular stripe,1
viperidae,crossbands on the dorsal surface,1
viperidae,subcaudal scale,1
viperidae,patches,1
viperidae,top and sides of the head color,1
viperidae,stripe from posterior eye to neck,1
viperidae,below head to chin shields color,1
viperidae,small spots on the dorsal surface of the tail,1
viperidae,first supralabial and nasal scales,1
viperidae,scale between nasal and the scale formed by the fused second supralabial and loreal,1
viperidae,lateral dorsal scale spots,2
viperidae,distance between eye and nostril,1
viperidae,shield bordering the anterior edge of loreal pit,1
viperidae,posterior subocular,1
viperidae,preoculars on each side of the head,1
viperidae,pairs of gulars,1
viperidae,scales on snout and in the interorbital region,1
viperidae,temporal and occipital scales,1
viperidae,dorsal scales in rows,1
viperidae,"maxilla, palatine, pterygoid, and dentary",1
viperidae,infralabials color,1
viperidae,ventral surface color,1
viperidae,anterior number of dorsal scale rows,1
viperidae,white vertebral spots,1
viperidae,number of dark bands on dorsum,1
viperidae,"t. ciliaris, t. kuiburi, t. venustus, t. kanburiensis",1
viperidae,faint transverse dark bands,1
viperidae,yellowish-green ventrolateral stripe,1
viperidae,dorsal body color in preservative,1
viperidae,ventral body color in preservative,1
viperidae,dorsal surface of the tail,1
viperidae,head color in preservative,1
viperidae,dorsal scale and scalation,1
viperidae,ventral scale and scalation,1
viperidae,subcaudal scalation,1
viperidae,head color in life,1
viperidae,iris color in life,1
