species,20,20–30 scale rows,261-273,3rd and 4th upper labials,5–26 subcaudals,above color,all scale rows,anal region,anal scales,angle between mandibular condyle articulation and the retroarticular process of the compound bone,anterior,anterior nasal scale,anterior projection of the preocular,antnas/rw1,anus scales,apex,apical spine,auge,average number of middorsals,azygos shield,b/c,background color,base et sommet des écailles,belly color,below color,bicolored,blackish brown,body,body annuli,body appearance,body color,body diameter,body form,body length,body length/mid-body diameter ratio,body length/width,body pigmentation,body proportion,body rows,body scales,body shape,body size,body width,breadth,broader rostral,brown,cardiac lung,caudal annuli,caudal rows,caudal spine,caudals,chin shield,cleft,color,color (above),color (below),color (head and end of tail),color (subadults),color above,color below,color bordering the mouth,color on head,color on sides,color on tail,color pattern,color pattern sharply bicolored,coloration,coloration (in life),coloration (in preservative),coloration fading,colour,colours,confluent dark spots,contact between the nasal process of premaxilla and vertical laminae of the nasals,costals,cream,cuspidate spine,cutting edge,dark lines,deep concavity,demar- cated,depression,diameter,diameter at midbody,diameter greatest at midbody,diameter of body,diameter of scales,diameter of the body,diamètre,diamètre du corps,dichromatic pattern,dorsal and lateral head profiles,dorsal and ventral scales,dorsal body,dorsal body color,dorsal body scales,dorsal color,dorsal coloration,dorsal head profile,dorsal lines,dorsal pigmentation,dorsal rostral,dorsal scales,dorsal scales (from rostral to terminal spine),dorsal segments/midbody annulus,dorsal stripe,dorsal surface,dorsal surface of dentary bone,dorsal/ventral differentiation,dorsals,dorso,dorsum,dorsum color,dorsum color in preservative,dorsum darker than (or same as) venter,dorsum darker than venter,dorsum of head,dorsum pattern,dorsum same color as venter,ecailles longitudinales,ecailles transversales,edges of the posterior nasals,elongation ratio,escamas ao redor do corpo,escamas dorsais,exoccipital,extension of rostral,eye,eye color,eye development,eye diameter,eye distinctness,eye location,eye moderate,eye shape,eye size,eye visibility,eyepieces,eyes,facial pigmentation,fading,first upper labial,flanks,flecks,foramina,four upper labials,fourth labial,frontal,frontal scale,frontal size,frontorostral,färbung,gradation of color,grey dorsum,ground color,habit,hardened anterior rostral edge,head,head and body,head and lower surfaces,head and neck,head color,head length,head markings,head scale arrangement,head scales,head shape,head shields,head size,head squamous glands,head-scales,head-shields,hemipenes,hemipenis,immaculate,inferior nasal suture,inferior part of rostral,inferior suture,infralabial scales,ins contact,"inter-nasal, frontal, and supraocular shields",interlabial plate,interparietal,interparietal scale,l/d ratio,labial and anal regions,labial flare,labials,largest,last upper labial,lateral apex,lateral borders of the scales,lateral color,lateral dark line,lateral head profile,lateral snout profile,lateral tongue papillae,ld ratio,le dessous,left lung,left side,length,length of tail,length/diameter ratio,length/width ratio,leptotyphlops goudotii,light areas,line of demarcation,linha mediodorsal escura,long,longitudinal lines,longitudinal scale rows,longitudinal scales rows,longueur,longueur du corps,lower body color,lower cleft,lower edge of ocular shield,lower jaw,lower middorsal count,lower part of rostral,lower part of rostral size,lower surface,lower surface color,lower surface of head,lower surfaces,lower suture,mandible,maxilla,maximum known total length,maximum length,maximum tl,maximum total length,maximum ttl,mbd,md,md/v ratio,measurements and counts,median row of scales,melanophore distribution,mental shield,micro-ornamentation,microtubercles,mid-body scale rows,mid-dorsal scales,midbody,midbody diameter,midbody scale rows,midbody scale rows (within madagascar),midbody scale-rows,midbody scalerows,midbody scales,middle of belly,middorsal 10 rows,middorsal scale count,middorsal scale counts,middorsal scale row counts,middorsal scale rows,middorsal scales,middorsal/vertebrae ratio,middorsals,midlateral zone,midtail diameter,moderate rostral,moderately high number of vertebral scales,msr,museau,muzzle shape,narine,naris,naris-eye distance,narrow oval rostral,narrow to moderate rostral,nasal,nasal cleft,nasal cleft extension,nasal cleft location,nasal cleft termination,nasal cleft visibility,nasal division,nasal passages,nasal process of premaxilla,nasal scale,nasal shield,nasal spots,nasal strips,nasal strips placement,nasal suture,nasal suture origin,nasale,nasals,nasenlöcher,neck scales,non-reducing number of longitudinal scale rows,nostril,nostril direction,nostril location,nostrils,nuchal,nuchal size,number of helical coils in the hemipenis,number of longitudinal scale rows about body,number of middorsals,number of middorsals (within madagascar),number of pigmented scale rows,number of postoculars,number of scale rows,number of scales,number of transverse scale rows about body,number of transverse scale rows on tail,oculaire,ocular,ocular scale,ocular shield,ocular size,oval rostral,overall,overall pattern,palatine fossa,paravertebral scales,parietal,parietal size,parietalen,parietals,pattern,pfrontal,pigment,pigmentation,pigmented band,pigmented rows,pigmented scale rows,pigmented scales,populations/individuals,posterior end,posterior head-scales,posterior nasal,posterior nasal scale,posterior nasal-preocular suture,posterior scale rows,postfrontal scale,postnasal pattern,postocular,postoculars,prae-ocular,praefrontal,praeocular,praeocular contact,praeocular size,praeoculare,precoacal pores,prefrontal,preoc-u-labial contact,preocular,preocular and ocular scales,preocular apical diameter,preocular plate,preocular scale,preocular size,preocular-labial contact,preocular-nasal suture,protrusion,prœocular,pupil,pure white,ratio between length of ventral pterygoid process of palatine and skull length,reduction,reduction a/b,reduction a–b,reduction b–c,relative body thickness,relative rostral width,reproduction mode,reticulation,reticulation location,right lung,right side hemipenis,roastral,roastral position,roastral scale,roastral shape,roastral size,robust tail,rostral,rostral cuneiform,rostral extension,rostral followed by three transversely enlarged shields,rostral indent,rostral protuberance,rostral scale,rostral shape,rostral size,rostral tapering,rostral umbo,rostral wide point,rostral width,rostrale,rostrum,row of squamous glands,row pigmentation,rows of dorsal scales,rows of dorsal scales pale brown,rows of postgenials,rows of scales,rows of scales around the body,rows of ventral scales,rows of ventral scales yellowish cream,rw1,rw1/rl1,rw2,rw3,rwd/rld,région médiane,scalation,scale centers,scale color,scale diameter,scale reduction,scale row reduction,scale rows,scale rows anteriorly,scalerows,scales,scales around midbody,scales from vent to tail spine,scales on the top of the head,scales on the top of the head size,scales round the body,schnauze,schuppen,schwanz,schwanz shape,second supralabial,short to moderate tail,side of the snout,sides of the ventral part of rostral,sinuosity,sip,sip iii-s,sip ii–p,sip x,size,size of praeocular,skin pigment,small- to large-sized,snout,snout and anal region,snout color,snout edge,snout pattern,snout profile,snout shape,sns visibility,specimen,specimen similarity,spine on tip of tail,spots,stout- to slender-bodied,streaks,sub-oculars or subpreoculars,subcaudal colorless area,subcaudal scales,subcaudals,subnarial glandular pit,subnarial pit,subocular,subocular region,suboculars or subpreoculars,superior nasal suture,supralabial,supralabial imbrication pattern,supralabial imbrication pattern (within madagascar),supralabial imbrication patterns,supralabial scales,supralabialen,supralabials,supranasal suture,supraocular,supraocular suture,supraoculare,supraoculars,supraoculars and parietals,supraoculat,suture,suture between preocular and ocular,suture between the preocular and the 3rd infralabial,svl,ta,tail,tail color,tail ending,tail length,tail length percentage,tail pigmentation,tail ring,tail shape,tail spine,tail tip,temporal,terminal tail spine,testes,testis,thin body proportions,third and fourth supralabials,third supralabial,tip of tail,tl,tl/mbd,tl/midbody diameter,tl/svl,tl/ta,tl/taillength,tongue,top of head color,total dorsal scales,total length,total length to body width ratio,total length/midbody diameter,total length/midbody width ratio,total length/tail length,total middorsal scales,total middorsals,total scale rows,tracheal lung,"tracheal, cardiac and right lungs",trachel lung,transverse bar,transverse rows of scales,transverse scale rows,transverse scale rows at mid-body,transverse scale rows on body,transverse scalerows,ttl,tumidbody diameter,under side of head,undersurface,undersurface of tail,unpigmented areas,unpigmented areas around,unpigmented areas fade,unpigmented midventral zones,upper arm of the anterior nasal,upper body color,upper head-scales,upper labial number,upper labials,upper lateral surface,upper lateral surface color,upper lateral surfaces,upper part of rostral,upper portion,upper portion of rostral,upper surfaces,upper suture,variation,venter,venter color,venter coloration,ventral color,ventral pigmentation,ventral pterygoid process of palatine,ventral rostral,ventral scales,ventral segments/midbody annulus,ventrals,ventre,ventrum,vertebrae,vertebral scales,vestigial left lung,white spot,width,width of rostral,yeux,écailles,écailles de la moitié antérieure du corps,écailles de la moitié postérieure
Anilios unguirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sharply,,,,,,,,,,,,,,,,dark olive-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whitish,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,first labial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,much wider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cutting edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark olive-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anilios waitii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moderately dark purplish-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whitish,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moderately dark purplish-brown,,,,,,,,,,,,,,,,more than 500,,,,,,,,,,,,
Anilios wiedii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 to 76 times in its length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obtuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295 mm,,,,,,,,,,,,,,,,,,,broader than long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,second labial,well on to the upper surface of the head,,,,,,,,,,,,,,,,,,,,,,"inferior, sub-median",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medially,,heart-shaped,about half the width of the head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bluntly rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramphotyphlops willeyi,,,,nearly equal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-40 times body diameter,,,,,,,,,,,,,,,,,,,,"olive or mid brown above, yellowish beneath",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369-375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in contact with the 3rd and 4th upper labials,,,,,,,,,twice as large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,much broader than the ocular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 scale rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-15,,,,,,,,,,,,,,,,a little larger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anilios yirrikalae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smaller than prefrontal,,,,,,,,,,,,,,,,,rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narrow,,,,,,,,,,inferior,,about equal to parietals and inter-parietals,,,,,,,,,,,,,,,,,,,,,,about equal to inter-parietals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narrower than nasals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rounded,broad as long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,about 3 mm,,,,,
Grypotyphlops acutus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7–13 (average, 10.0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gray, brown, or golden brown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distinct or indistinct,,,,,,,,,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,non-circular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630 mm,,,,,,,,,,,,,,,24–30,,,,,,,,,,,,,,,,,,,,,,,,,,completely or incompletely divided,,,,,,,,,,,,,,,2nd supralabial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 (rarely 3 or 5; average, 4.0)",,,,,,,,,,,,,,,,supralabials 2 & 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,beaked,,,,,,,,,,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30–66 (average, 48.0)",,"17–133 (average, 75.1)",,,"448–526 (average, 487)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"grayish-white, yellow, or pale brown",,,,,,,,,,,,,,,,,,
Rhinotyphlops ataeniatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellow-brown to black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34–72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443–531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-24-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,short median orange or yellow stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letheobia caeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8–15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pale,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,indistinct,,,,,,,,,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,non-circular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135–670,,,,,,,,,,,,,,,18–30,,,,,,,,,,,,,,,,,,,,,,,,,,completely or incompletely divided,,,,,,,,,,,,,,,2nd supralabial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"patternless, unicolor",,,,,,,,,,,,,,,,,,,,,,,,,3–4,,,,,,,,,,,,,,,,supralabials 2 & 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,present or absent,,,,,,,,,,,,,,,,,,,,,,,,,,,beaked or rounded,,,,,,,,,,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35–129,,45.5–143,,,250–737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pale,,,,,,,,,,,,,,,,,,
Letheobia debilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broad and shallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98–129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547-668,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arising from first labial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very broad, truncated posteriorly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 (rarely 18) at midbody,,,,,,,,,,,,,,,,,,,,,,,,,,"slightly hooked, prominent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"large, transverse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 in holotype,,,,,,,,,
Letheobia erythraea,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown above, gold below",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arising from second labial,,,,,,,68–72,,,,,,between preocular and ocular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443–462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,divided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,divided into sub-equal dorsal ocular and ventral subocular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4–6,,,,,,,,,,,,,,,,,"broad below, terminating in a conical point",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obtusely pointed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transverse,,,,,,without a terminal spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letheobia feae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51 times in the total length,,,,,,,,,,,,,,,,,,,,,from the second labial,colorless,,,,,,,,,,,,,,,,,,,,,,,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not distinguishable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finely granulated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completely divided,,,,,,,,,,,,,,,,,,,,,close to the rostral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,very large,,,,"upper portion longer than broad, lower portion as broad as long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seven,subequal in size and a little larger than the scales on the body,20,,,,,,,,,,,,,,,,,,,,,,,,obtusely pointed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,as long as broad,,,,without terminal spine,,,,,,,,,,,,,,,,,,,,205 millim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letheobia gracilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629–726,1.54–1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-22-22,,,,,,,,,,,,,,,,,,"x (n1, p, s, s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77–465,,,,,,,,,
Letheobia graueri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60–89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454–622,1.47–1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-24-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16–82,,,,,,,,,
Letheobia kibarae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58–87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562-618,1.57–1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-24-24,,,,,,,,,,,,,,,,,,"x (n2, p, s, s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-70,,,,,,,,,
Rhinotyphlops lalandei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14–15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,distinct,,,,,,,,,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,non-circular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220–455,,,,,,,,,,,,,,,22–34,,,,,,,,,,,,,,,,,,,,,,,,,,completely or incompletely divided,,,,,,,,,,,,,,,2nd supralabial,,,,,,,,,,,,,,,,,,,,,,,,,,,,either patternless or with longitudinal lines,,,,,,,,,,,,,,,,,,,,,,,,,,4–6,,,,,,,,,,,,,,,,supralabials 2 & 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,beaked,,,,,,,,,,,,,,,,,,,,,,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27–77,,50.2–78.5,,,311–586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white or yellowish,,,,,,,,,,,,,,,,,,
